,freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mean_pitch
44,233143,None_233143,files/233143_4056007-hq.ogg,28608,39616,0.00018691275875235713,-830.8226,92.82856,-6.7487144,2.9133072,-22.210476,-12.474064,-3.2993298,-8.0288925,-13.620083,-8.745842,-13.773012,-6.5752754,-13.585939,59.0
45,431860,None_431860,files/431860_4434681-hq.ogg,26048,37184,0.00026585345809487093,-963.1705,214.04453,-22.185814,-13.331879,27.73449,39.182243,13.50296,-4.2955093,1.7833977,-0.102077484,13.082001,2.1275063,-13.409187,59.0
46,431860,None_431860,files/431860_4434681-hq.ogg,37184,63872,0.0026430972188496763,-822.67114,261.8177,-69.5169,-27.450703,-22.12563,10.204727,1.3257141,-16.69796,2.176403,-10.835838,-7.700077,-9.056435,-4.5416183,60.0
47,233130,None_233130,files/233130_4056007-hq.ogg,5632,17024,3.00551319934344e-05,-1090.4796,151.1203,9.033531,-21.832035,-8.905933,-24.495323,-30.636208,-17.847115,-12.225601,-10.265198,-7.526314,-6.9990196,-2.5429993,50.0
48,233130,None_233130,files/233130_4056007-hq.ogg,17024,34048,5.3217378970151554e-05,-1091.9292,146.0474,13.274651,-9.511993,-19.630985,-43.65896,-28.111374,-20.60508,-34.314056,-21.535782,-7.206764,-9.859562,-3.223671,58.0
49,233130,None_233130,files/233130_4056007-hq.ogg,34048,43008,0.0012565012489046368,-712.8015,110.07243,-43.28311,40.215027,-49.190197,-26.632645,-37.76628,-5.3276863,-8.184574,-4.775524,-7.4250793,-7.86401,1.5887833,47.0
50,233130,None_233130,files/233130_4056007-hq.ogg,43008,55424,0.002992164228380341,-710.4065,185.74857,-63.835938,30.89289,-29.058983,-23.186687,-29.739822,-6.3793373,0.99923325,-5.041691,-12.45504,-10.39875,-1.4177933,55.0
51,449622,None_449622,files/449622_7555999-hq.ogg,11456,47296,0.0014877261860030038,-808.13306,191.88852,3.5418549,-10.350346,6.2554817,20.122923,10.317497,-3.3422852,-4.1259995,8.107565,5.596924,-4.2233963,-9.947964,61.0
52,449622,None_449622,files/449622_7555999-hq.ogg,47296,53120,0.003523458818812947,-705.647,177.31184,-17.701912,6.696251,-1.8184662,4.1251965,-0.11166,7.5514164,-2.6023922,-2.141159,5.9879723,9.976719,-9.121046,63.0
53,233127,None_233127,files/233127_4056007-hq.ogg,15360,30016,1.1448257330268232e-05,-1148.7329,110.64368,16.136436,-24.676762,-16.545124,-12.911049,-21.271095,-21.557503,-14.504173,-11.055275,-12.179138,-12.662487,-7.395111,62.0
54,233127,None_233127,files/233127_4056007-hq.ogg,30016,41152,0.0009236995173596788,-788.25446,121.185425,-84.37058,39.803307,-37.47981,-26.99606,-32.605366,12.435392,14.848305,15.919691,2.3724709,-22.818394,-8.449644,55.0
55,233127,None_233127,files/233127_4056007-hq.ogg,41152,56960,0.00954919594984788,-600.86127,130.48276,-74.657974,-22.47635,-30.946886,-8.883488,-25.423231,-13.789883,-4.4688606,-24.97566,-7.152445,-13.248247,-10.279465,56.0
56,233141,None_233141,files/233141_4056007-hq.ogg,6656,11200,3.779626330098426e-06,-1136.3173,76.90496,-12.979351,-1.0519714,-22.12273,-27.608452,-14.301636,-16.693565,-2.2124329,-1.4413223,-10.471369,-10.291409,-11.530306,73.0
57,233144,None_233144,files/233144_4056007-hq.ogg,13568,24704,4.927607403061856e-05,-1031.4993,156.75742,-18.757881,-10.196991,-19.83501,-20.196579,-9.302422,-18.037361,-14.439926,-14.288658,-9.717861,-4.358097,-8.708946,61.0
58,233144,None_233144,files/233144_4056007-hq.ogg,24704,47680,0.0001850743106148701,-863.1872,95.57095,-24.884861,-8.825329,-27.138313,-24.460129,-18.33517,-8.016678,-11.171316,-7.094784,-11.898134,-8.647213,-9.624809,62.0
59,233144,None_233144,files/233144_4056007-hq.ogg,47680,58816,0.0002353498176939186,-901.59265,111.51456,-9.9291,7.6295815,-15.683727,-12.595028,-11.45919,-11.888844,-17.442581,-12.109779,-10.949751,-6.1732635,-14.592562,50.0
60,233129,None_233129,files/233129_4056007-hq.ogg,704,31296,0.0038163659462868917,-705.13116,139.70895,-72.05104,12.646458,-23.83554,-21.966541,-22.28385,-3.53434,8.029045,-6.0875854,-9.708065,-16.302742,-10.020996,65.0
61,233129,None_233129,files/233129_4056007-hq.ogg,31296,36480,0.019976707152378412,-529.0567,111.157166,-89.78936,-32.67328,-42.318382,-28.511854,-37.485447,-2.825758,-25.969358,-18.358685,-20.079565,-13.360432,-4.6940346,65.0
62,233128,None_233128,files/233128_4056007-hq.ogg,5184,16320,0.0003700535102137204,-871.79517,129.99756,-84.91293,48.432774,-44.12595,-36.160854,-13.754948,-12.635578,0.4001999,-9.821014,-6.7714043,-11.138962,0.96001434,76.0
63,233128,None_233128,files/233128_4056007-hq.ogg,16320,27328,0.002061487803625506,-733.33936,172.53008,-108.65244,46.37137,-17.444496,-30.563923,-16.593065,-10.161266,2.632492,-0.605999,-4.1896744,-22.660507,7.011059,68.0
64,56521,None_56521,files/56521_593397-hq.ogg,1152,12288,0.004676959980493304,-663.1282,-74.04361,-71.76141,37.0382,-24.629492,-5.04142,-29.314865,-20.267302,-34.997,4.2113953,10.829395,16.841965,1.6731968,88.0
65,322449,None_322449,files/322449_5033007-hq.ogg,13184,34432,8.705669049038945e-05,-1090.3562,169.41444,51.48332,11.125973,18.16148,32.667915,27.158424,-9.80677,-20.574867,0.0006866455,-1.163372,-5.4226646,12.0400505,43.0
66,322449,None_322449,files/322449_5033007-hq.ogg,34432,39232,0.00020872831344604493,-1005.6857,192.12494,41.57009,1.6683655,13.562687,36.733948,37.36007,-13.645767,-17.02301,-11.583664,6.362957,-5.45903,8.748859,41.0
67,321950,None_321950,files/321950_3554699-hq.ogg,1280,12416,0.0025871320702563756,-740.84564,78.939575,-93.430756,-8.687023,-14.609322,-2.413536,-11.882027,-18.677029,11.931202,50.556732,11.430527,-22.053848,7.963768,82.0
68,321950,None_321950,files/321950_3554699-hq.ogg,12416,23424,0.0032342568386432738,-743.4435,-12.89971,-95.3166,-18.785196,9.368183,5.4177265,-13.788124,2.36907,24.031721,53.0683,-4.8950176,-6.910713,9.396116,77.0
69,321950,None_321950,files/321950_3554699-hq.ogg,23424,42624,0.0017288845777511596,-770.4729,65.9011,-106.64925,-39.040237,2.7375298,-6.4186516,-34.876938,-1.4319801,12.329365,24.278027,12.623785,-7.719122,5.9400425,73.0
70,321950,None_321950,files/321950_3554699-hq.ogg,42624,65664,0.0017220457394917807,-780.9346,116.39902,-101.16107,-13.176529,1.0159149,-5.5325394,-35.662823,-14.0215,4.095825,23.579699,16.190037,-10.270756,7.0816383,60.0
71,322445,None_322445,files/322445_5033007-hq.ogg,9792,16128,0.00023689186859010447,-959.58575,-5.042557,-106.50484,-37.77814,3.5712204,12.841379,-15.575428,-12.397308,6.1607437,21.149847,51.85162,36.131397,-9.875761,71.0
72,321697,None_321697,files/321697_3554699-hq.ogg,24832,32064,0.00021625247544946924,-1122.8094,132.70169,36.1087,18.634857,26.799782,19.508362,14.462006,10.941296,12.674015,20.79205,17.007088,6.467373,5.095749,72.0
73,321697,None_321697,files/321697_3554699-hq.ogg,32064,43200,0.00019283196621242612,-951.93787,157.70432,-25.744781,12.604919,24.028526,-4.085495,-5.1226654,10.967413,0.16855621,14.3691845,14.424175,-4.2015457,-6.6481056,73.0
74,321697,None_321697,files/321697_3554699-hq.ogg,43200,54400,0.001271020429474967,-790.71857,184.81805,-10.280357,-20.620724,3.7468033,5.563757,-18.799421,-23.44851,-12.072262,16.82987,15.082436,-20.867233,0.19233322,74.0
75,79084,None_79084,files/79084_1231194-hq.ogg,10240,32640,3.5494393003838403e-06,-1219.33,55.98659,38.50317,24.414612,16.462994,11.075966,6.5800476,4.176689,4.82333,5.712124,2.6590118,-2.0049477,-1.7487068,53.0
76,79084,None_79084,files/79084_1231194-hq.ogg,32640,41792,1.6782014350686874e-05,-1097.6438,143.88159,31.860195,8.275833,-5.414112,2.3388824,12.234184,-2.7454605,-1.7032967,8.136692,4.598015,0.26322556,8.884701,63.0
77,79084,None_79084,files/79084_1231194-hq.ogg,41792,58496,0.00014635429528481203,-1001.82715,139.61844,-21.028908,6.4549255,-10.791035,24.938225,21.832115,6.388298,-15.979153,-14.295021,6.9909897,11.818783,4.238884,54.0
78,79084,None_79084,files/79084_1231194-hq.ogg,58496,67264,0.001649431394834588,-778.39996,87.534004,-63.8769,-10.062477,-34.981674,37.79966,37.920483,-8.668667,-32.24829,-4.643135,1.9186783,7.985834,-11.171886,52.0
79,79084,None_79084,files/79084_1231194-hq.ogg,67264,84928,0.0023984259021454964,-695.01,89.44239,-60.6074,-12.7928505,-35.6111,24.023512,-3.9828358,-21.831097,-25.524107,-0.13462448,-1.0268078,-4.0748596,-30.417719,52.0
80,151612,None_151612,files/151612_37876-hq.ogg,17152,28288,1.1106524161523444e-05,-1142.6417,79.30995,31.712124,29.232414,17.795647,13.382355,7.1928177,4.925892,3.1690788,5.1249313,5.024433,13.296694,18.506313,90.0
81,151612,None_151612,files/151612_37876-hq.ogg,28288,39488,6.738814392260143e-05,-1069.0127,54.483788,4.141033,69.26825,7.767269,-3.6757164,16.968811,14.949944,-9.557386,-3.8726044,24.619099,22.260607,0.9986305,88.0
82,151612,None_151612,files/151612_37876-hq.ogg,39488,66688,0.00040533272659077366,-905.5754,-9.491619,-10.933971,71.265274,-25.378426,-29.445953,-5.4140053,59.40454,13.293201,16.007523,24.120457,12.362974,-23.776863,84.0
83,321950,None_321950,files/321950_3554699-hq.ogg,1280,12416,0.0025871320702563756,-740.84564,78.939575,-93.430756,-8.687023,-14.609322,-2.413536,-11.882027,-18.677029,11.931202,50.556732,11.430527,-22.053848,7.963768,82.0
84,321950,None_321950,files/321950_3554699-hq.ogg,12416,23424,0.0032342568386432738,-743.4435,-12.89971,-95.3166,-18.785196,9.368183,5.4177265,-13.788124,2.36907,24.031721,53.0683,-4.8950176,-6.910713,9.396116,77.0
85,321950,None_321950,files/321950_3554699-hq.ogg,23424,42624,0.0017288845777511596,-770.4729,65.9011,-106.64925,-39.040237,2.7375298,-6.4186516,-34.876938,-1.4319801,12.329365,24.278027,12.623785,-7.719122,5.9400425,73.0
86,321950,None_321950,files/321950_3554699-hq.ogg,42624,65664,0.0017220457394917807,-780.9346,116.39902,-101.16107,-13.176529,1.0159149,-5.5325394,-35.662823,-14.0215,4.095825,23.579699,16.190037,-10.270756,7.0816383,60.0
87,321697,None_321697,files/321697_3554699-hq.ogg,24832,32064,0.00021625247544946924,-1122.8094,132.70169,36.1087,18.634857,26.799782,19.508362,14.462006,10.941296,12.674015,20.79205,17.007088,6.467373,5.095749,72.0
88,321697,None_321697,files/321697_3554699-hq.ogg,32064,43200,0.00019283196621242612,-951.93787,157.70432,-25.744781,12.604919,24.028526,-4.085495,-5.1226654,10.967413,0.16855621,14.3691845,14.424175,-4.2015457,-6.6481056,73.0
89,321697,None_321697,files/321697_3554699-hq.ogg,43200,54400,0.001271020429474967,-790.71857,184.81805,-10.280357,-20.620724,3.7468033,5.563757,-18.799421,-23.44851,-12.072262,16.82987,15.082436,-20.867233,0.19233322,74.0
90,419231,None_419231,files/419231_5121236-hq.ogg,14784,20928,3.934914760369187e-05,-963.00183,85.100464,-41.591164,-9.862007,6.7593575,31.578152,-3.8148232,-4.363476,-13.522985,1.744587,18.716408,-13.169617,14.900661,53.0
91,548117,None_548117,files/548117_12302765-hq.ogg,0,16960,0.001999414416978944,-1015.823,-58.278095,-165.55165,45.269436,22.249775,-58.901222,9.1435585,38.009003,-3.4925308,-20.126957,26.766808,-3.4600792,-5.2076073,91.0
92,164483,None_164483,files/164483_2104797-hq.ogg,13760,31296,1.3465143744532107e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,90.0
93,164483,None_164483,files/164483_2104797-hq.ogg,31296,47808,1.253583426899755e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,90.0
94,164483,None_164483,files/164483_2104797-hq.ogg,47808,63040,1.2914381482043624e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,90.0
95,164483,None_164483,files/164483_2104797-hq.ogg,63040,76992,1.2121059092209213e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,91.0
96,164483,None_164483,files/164483_2104797-hq.ogg,76992,131008,0.000728287261809218,-1169.1327,-95.90644,4.973793,75.35589,-95.1764,51.537106,14.339676,-52.42199,41.514236,0.021186829,-35.198273,40.023422,-19.17795,88.0
97,164483,None_164483,files/164483_2104797-hq.ogg,131008,142144,0.0023647442288782404,-1115.068,-157.70645,31.547634,85.22856,-127.20131,88.99204,-19.616455,-23.074593,16.843136,16.448208,-38.760635,30.700916,-3.2330475,90.0
98,164483,None_164483,files/164483_2104797-hq.ogg,142144,170304,0.002041633427143097,-1169.0516,-86.69572,-21.79969,107.111725,-109.08109,35.893753,48.680244,-81.63954,49.979416,7.311741,-40.144558,30.470036,-0.3532753,90.0
99,578859,None_578859,files/578859_12947664-hq.ogg,0,17152,0.00022578632820453216,-1070.1539,-27.09306,-48.158344,103.14847,-3.7769356,-3.726982,16.381763,-26.098778,-4.707554,43.111797,0.57203674,-28.621445,10.83176,88.0
100,578859,None_578859,files/578859_12947664-hq.ogg,17152,30848,9.528387372738847e-05,-1011.09595,-81.13068,-70.00349,86.047516,1.7361412,-13.465889,-7.490265,-8.262093,8.676212,-5.3189087,-5.911377,0.17803574,1.8298874,92.0
101,410171,None_410171,files/410171_7117100-hq.ogg,3648,24768,2.8579388251245925e-06,-1239.2982,-12.994659,-26.267933,30.905014,3.3043938,-30.751625,17.732635,15.453533,-25.475708,3.2651176,19.07956,-14.49548,-6.217407,91.0
102,410171,None_410171,files/410171_7117100-hq.ogg,24768,34752,6.219024493102319e-07,-1253.772,-8.638092,-5.840584,14.1840515,-9.715656,-1.9647369,10.044357,-9.023598,1.9102592,4.792652,-7.017807,4.643715,0.15190506,87.0
103,410171,None_410171,files/410171_7117100-hq.ogg,34752,39488,4.2843753731545265e-07,-1258.4877,-5.552887,-1.869667,6.9835815,-6.579136,2.4317245,1.8927307,-4.494438,5.0827065,-3.334694,-0.73254395,5.0222206,-6.0151978,82.0
104,410171,None_410171,files/410171_7117100-hq.ogg,39488,44800,1.2880912666343692e-07,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,82.0
105,410171,None_410171,files/410171_7117100-hq.ogg,44800,55936,6.573844953452173e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,89.0
106,410171,None_410171,files/410171_7117100-hq.ogg,55936,70592,8.580493921206605e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,85.0
107,266832,None_266832,files/266832_2660518-hq.ogg,0,11136,2.1075580902441122e-08,-1264.9116,3.0517578e-05,-6.866455e-05,3.0517578e-05,-8.010864e-05,6.866455e-05,-3.0517578e-05,-6.866455e-05,-4.9591064e-05,-1.9073486e-05,-2.2888184e-05,-1.9073486e-05,-4.196167e-05,92.0
108,266832,None_266832,files/266832_2660518-hq.ogg,11136,25152,1.2886834588139978e-06,-1264.327,-0.34603882,-0.5369034,0.7956238,-0.12939835,-0.68724823,0.70477295,0.097099304,-0.7862129,0.5610924,0.31630707,-0.8260002,0.37524033,92.0
