,freesound_id,path,start_sample,end_sample,mean_pitch,loudness,voiced_fraction,pitch_drift_cents,pitch_confidence,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
58,382736,data/collections/barnyard/sounds/382736_954919-hq.ogg,55168,69888,63.0,0.42626447186174654,1.0,24.257109605849138,0.7101656198501587,-556.837,104.78868,-115.55366,-61.82734,-46.25134,-3.949455,2.0913274,2.0145242,8.105632,12.711859,-0.8470722,-11.91175,-11.258493
59,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,0,28160,74.0,0.0770963065119362,1.0,12.558694118237682,0.12298808991909027,-734.64264,96.9392,-18.97225,-20.64469,-13.102118,-9.70745,-22.93467,-25.2303,19.723434,51.606876,37.91574,11.627717,-4.427191
60,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,28416,44800,73.0,0.01821128298211157,1.0,21.278664114263307,0.12298808991909027,-757.60425,94.74846,-18.662909,-24.483189,-16.507978,7.6178308,10.587742,-5.2407513,3.0292013,17.75216,23.13505,18.823944,13.5416565
61,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,45056,59264,72.0,0.027586799409972544,1.0,24.071913439434233,0.12298808991909027,-760.4952,111.06496,-15.20886,-36.901352,-37.544716,-11.5933075,10.004403,6.301603,5.011488,9.996039,19.590359,31.80738,27.605436
62,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,59520,79232,72.0,0.045967516891072285,1.0,12.382249989161592,0.12298808991909027,-763.4929,117.865456,-29.631878,-44.188976,-24.049507,-1.226788,0.74977785,-9.056694,-0.07550566,8.48955,8.728192,28.527277,44.03219
63,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,79488,92416,70.0,0.041658801641521845,1.0,44.25095322763121,0.12298808991909027,-757.33514,143.90129,-45.720364,-70.35969,-30.397179,2.034819,-2.1728227,-3.6125603,22.765999,32.17632,10.921561,4.8314857,17.909163
64,50338,data/collections/barnyard/sounds/50338_556708-hq.ogg,105856,134528,66.0,0.004965765278905421,1.0,17.928317376782072,0.12298808991909027,-880.27435,67.30236,-42.247902,-3.4159648,-32.21833,44.04269,35.85321,-41.994232,19.881777,10.497399,-14.492369,18.55215,-6.098982
65,464597,data/collections/barnyard/sounds/464597_7787874-hq.ogg,384,10624,79.0,0.050079287573502815,1.0,45.96152202178099,0.15058286488056183,-793.2882,209.11815,-34.946064,-19.41749,-27.236448,-2.676587,-3.2565556,15.959959,10.629489,10.822567,0.02898852,-23.055595,-34.500313
66,32794,data/collections/barnyard/sounds/32794_4948-hq.ogg,8448,21632,88.0,0.15974054437152588,1.0,42.01340831800767,0.3182581067085266,-751.5564,97.629364,-22.955887,-41.43825,22.8155,65.23455,36.692585,-8.899933,-14.743896,12.791923,34.39021,29.757914,0.75184256
67,32794,data/collections/barnyard/sounds/32794_4948-hq.ogg,21888,35072,87.0,0.19759578371774514,1.0,24.298002048893686,0.3182581067085266,-752.7766,97.539665,-22.160597,-43.125553,18.714937,72.2159,53.313908,-0.7983713,-27.321297,-12.585019,18.252974,33.89595,23.301138
68,32794,data/collections/barnyard/sounds/32794_4948-hq.ogg,35328,48256,87.0,0.15394153491676738,1.0,35.88173693997696,0.3182581067085266,-726.05695,101.8677,-45.712463,-45.049564,19.26388,50.53381,43.65472,12.21469,-17.610992,-3.614107,26.95632,27.384176,16.174362
69,32794,data/collections/barnyard/sounds/32794_4948-hq.ogg,48512,63360,85.0,0.1136760430301662,1.0,49.757116103669674,0.3182581067085266,-739.667,111.5522,-19.978333,-59.595562,-9.527228,47.58357,44.402813,6.0496287,-9.514701,3.5935466,15.386473,16.824657,17.04453
70,501038,data/collections/barnyard/sounds/501038_4136141-hq.ogg,10240,26752,78.0,0.09541666582219904,1.0,15.605579512532387,0.16988804936408997,-721.4189,76.44898,-144.84273,-80.03391,-50.47603,-1.200205,30.122387,27.735802,27.325592,65.369736,70.56893,20.884804,-14.77803
71,501038,data/collections/barnyard/sounds/501038_4136141-hq.ogg,27008,40064,78.0,0.060392707985648726,1.0,18.177346680229157,0.16988804936408997,-751.00287,110.6926,-129.69637,-88.69336,-72.88409,-22.536171,6.573307,6.606827,10.033959,55.62477,76.96546,44.034405,14.378036
72,501038,data/collections/barnyard/sounds/501038_4136141-hq.ogg,93056,108032,70.0,0.0007815101481932331,1.0,46.39423288375066,0.007091632693942286,-1143.7302,104.14525,-14.091983,-81.22778,-71.79032,-40.242527,-20.909231,-16.978651,-11.414092,13.393144,32.429344,33.930748,18.318377
73,837622,data/collections/barnyard/sounds/837622_18222204-hq.ogg,52864,66432,77.0,0.14125469208267372,1.0,20.80109817665254,0.34103846549987793,-839.5292,135.27452,-14.625138,-36.852512,-30.380587,-19.558804,1.7236937,35.35064,36.403164,40.32283,34.362408,-6.0066476,-26.816738
74,837622,data/collections/barnyard/sounds/837622_18222204-hq.ogg,66688,79616,78.0,0.27867068318123484,1.0,22.809804900241712,0.34103846549987793,-825.23315,119.22909,-22.880743,-43.954876,-36.43709,-30.880814,-5.26296,48.102173,31.623978,49.764416,17.268248,-3.1225421,-38.72363
75,837622,data/collections/barnyard/sounds/837622_18222204-hq.ogg,79872,94464,78.0,0.21885747743173864,1.0,12.300802078828335,0.34103846549987793,-880.86163,143.62526,-8.750416,-39.252216,-33.518734,-31.168978,12.610201,57.223328,24.404846,35.90666,27.445896,-13.534692,-39.46509
76,837622,data/collections/barnyard/sounds/837622_18222204-hq.ogg,94720,111488,78.0,0.16832402037265343,1.0,15.314144395287286,0.34103846549987793,-914.34204,147.212,-10.537276,-31.232594,-39.648003,-28.493235,17.957094,50.138405,28.330744,34.334053,28.599356,-24.318926,-43.13657
77,664640,data/collections/barnyard/sounds/664640_12458758-hq.ogg,1536,23296,92.0,0.00772519863848699,1.0,28.213155149340583,0.01639195717871189,-1006.7495,-19.218693,29.34611,8.893736,27.15828,44.961567,1.8146838,-43.114887,63.96578,-51.49689,22.770147,23.376125,-14.2022295
78,664640,data/collections/barnyard/sounds/664640_12458758-hq.ogg,23552,46336,91.0,0.0018822092345164097,1.0,9.305744336470914,0.01639195717871189,-1070.5841,8.829956,60.002514,8.405178,6.9339848,28.01163,8.499734,-34.77934,62.151196,-26.511934,8.499829,24.071642,-12.862616
79,865962,data/collections/barnyard/sounds/865962_19131732-hq.ogg,4736,19264,90.0,0.19917379090861562,1.0,26.395499721453806,0.21596312522888184,-833.4154,52.08575,-105.81618,-38.053154,-9.270063,-0.34120083,17.226685,5.192754,-25.934155,-15.777846,4.194274,0.7996329,-9.997498
80,565848,data/collections/barnyard/sounds/565848_8332768-hq.ogg,18304,34560,74.0,0.12651676231108885,1.0,32.839692280610386,0.3104434907436371,-773.19556,206.66846,-26.383917,-22.076159,-29.639128,-37.311768,-6.621766,-14.334703,-0.08850155,13.498332,30.705746,42.350506,20.302593
81,565848,data/collections/barnyard/sounds/565848_8332768-hq.ogg,34816,54784,74.0,0.17388515511133384,1.0,10.530621070190259,0.3104434907436371,-777.6616,219.64708,-39.128353,-7.9896455,-25.507998,-31.49493,-7.4227815,-10.395028,7.8833046,25.914474,28.970324,25.893133,9.66019
82,565848,data/collections/barnyard/sounds/565848_8332768-hq.ogg,55040,77824,75.0,0.12192034932815035,1.0,13.063923557670604,0.3104434907436371,-776.00104,196.96722,-28.77096,-14.593817,-22.841825,-27.560707,0.9330334,-8.290854,9.374534,24.46579,26.964539,19.06004,1.4237701
83,565848,data/collections/barnyard/sounds/565848_8332768-hq.ogg,78080,91904,74.0,0.10800549916851737,1.0,19.66534768050371,0.3104434907436371,-778.16925,205.56291,-22.34203,-9.804658,-20.525425,-31.565207,-5.1479464,-12.197691,2.2125864,16.770304,22.806746,26.696108,9.281965
84,565848,data/collections/barnyard/sounds/565848_8332768-hq.ogg,92160,109568,73.0,0.04634757475527793,1.0,22.624191583880354,0.3104434907436371,-791.3343,184.42903,-7.712742,-0.85965014,-18.478086,-38.49565,13.478523,0.5918467,-11.437321,-1.2732214,24.30084,32.527477,7.3837194
85,429109,data/collections/barnyard/sounds/429109_7312716-hq.ogg,23552,36736,75.0,0.07184500012034248,1.0,21.67869000497335,0.23146256804466248,-958.045,223.66296,10.415829,-36.746006,-73.556694,-39.419846,-22.16498,-5.1816096,13.791843,22.72814,35.582386,9.96395,-5.0801134
86,429109,data/collections/barnyard/sounds/429109_7312716-hq.ogg,36992,49920,76.0,0.12012136258014003,1.0,22.56570746968615,0.23146256804466248,-919.54126,214.90721,-8.111513,-54.32443,-79.29431,-36.317905,-22.195724,-7.3632035,3.8793678,25.708357,36.014736,0.87138295,-19.181044
87,429109,data/collections/barnyard/sounds/429109_7312716-hq.ogg,50176,63616,76.0,0.13634217746998395,1.0,20.383254578902708,0.23146256804466248,-884.4583,216.04788,-17.684507,-58.184505,-70.0425,-23.36611,-10.903379,6.0205555,9.979619,28.39215,36.546413,-3.327101,-25.7398
88,429109,data/collections/barnyard/sounds/429109_7312716-hq.ogg,63872,81664,77.0,0.09552561182430178,1.0,14.73191362772448,0.23146256804466248,-905.853,210.86494,-34.85446,-67.06085,-81.5818,-20.262197,-11.895125,3.585938,11.536631,23.482862,30.845081,-20.055624,-29.458975
89,429109,data/collections/barnyard/sounds/429109_7312716-hq.ogg,81920,119680,77.0,0.07941690324356511,1.0,9.470407152471113,0.23146256804466248,-931.35034,209.52974,-35.436813,-64.52869,-74.84714,-12.350352,-4.5886617,8.791561,18.911999,29.52079,26.851145,-26.951006,-29.121243
