,freesound_id,path,start_sample,end_sample,mean_pitch,loudness,voiced_fraction,pitch_drift_cents,pitch_confidence,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
0,,data/targets/old_macdonald/audio.wav,1536,11776,64.0,0.12305716951252252,1.0,53.220243268804225,0.34678128361701965,-580.91565,125.99699,23.781569,0.07951164,-27.075745,0.44942304,46.212036,9.211199,-7.3379254,9.849886,-5.8729606,5.538167,-4.974538
1,,data/targets/old_macdonald/audio.wav,14208,41472,64.0,0.08228355423669506,1.0,38.42196080152287,0.24087731540203094,-601.5683,125.71597,-19.550426,7.8070245,7.8629756,-3.782735,7.217262,-15.366515,-12.9271965,0.19944118,-16.63116,1.1445576,-15.177046
2,,data/targets/old_macdonald/audio.wav,41984,53248,59.0,0.06398042086273843,1.0,97.93055262169254,0.2121097445487976,-638.6456,148.12859,5.7842426,-5.509459,-10.610193,-12.385529,5.5116005,-11.898749,-24.208063,1.5702463,-16.993135,-9.970702,-9.432391
3,,data/targets/old_macdonald/audio.wav,59008,69888,60.0,0.07722589328987096,1.0,118.2388651706262,0.20024926960468292,-617.6045,101.32397,-110.171974,-26.05022,10.375142,-5.026189,20.239569,-29.829098,-10.27886,-20.017025,-16.428713,2.3790867,-11.376529
4,,data/targets/old_macdonald/audio.wav,71936,78208,61.0,0.06784226262558096,1.0,39.12862474876484,0.23941153287887573,-596.63324,136.25032,-35.29009,-9.53572,-5.760454,-15.404594,13.248641,-8.983799,-4.8192196,8.173702,-17.844725,-9.241756,-14.379075
5,,data/targets/old_macdonald/audio.wav,84992,100224,59.0,0.06427708375471637,1.0,40.272086170542,0.2197250872850418,-603.3619,143.56352,-13.533935,-5.121053,11.888101,4.2989535,7.7203326,-2.698803,-12.159379,3.1886249,-7.37716,-4.194762,-3.6426957
6,,data/targets/old_macdonald/audio.wav,111616,135936,68.0,0.10630258737071095,1.0,29.893979946898785,0.303592711687088,-600.79065,76.148895,-17.58012,35.555813,-3.080635,-20.049877,-3.037082,-3.1443925,-17.683105,-19.537334,-2.0878665,19.40652,-12.369809
7,,data/targets/old_macdonald/audio.wav,141568,154752,66.0,0.09551904972694035,1.0,25.195022887094243,0.2556861639022827,-622.066,91.52421,12.411476,73.69401,10.475591,-32.355408,-8.04284,17.269249,-13.587209,-10.601909,3.7447236,15.973166,-5.7088623
8,,data/targets/old_macdonald/audio.wav,155008,167936,65.0,0.07536908809381988,1.0,153.45211771594523,0.2556861639022827,-603.6877,110.30542,-40.396774,15.292224,-0.09498029,-14.805145,-4.856137,-13.072743,-20.732847,4.1172004,-15.590512,2.3448365,-6.2658324
9,,data/targets/old_macdonald/audio.wav,168192,187008,64.0,0.07215663853332921,1.0,42.91082492906362,0.2556861639022827,-642.29224,118.59972,-31.34473,-18.214119,-19.936043,-6.246886,8.267679,-9.744956,-28.47056,-3.4270086,-13.563406,-11.991293,-5.1903553
10,,data/targets/old_macdonald/audio.wav,207232,220928,59.0,0.05505117498469411,1.0,28.80038803114134,0.1796526312828064,-647.60443,158.37956,-19.85099,10.443124,12.897149,-17.141262,-4.749543,4.037622,-10.701223,-9.75108,-13.955328,0.5627995,3.2251344
11,,data/targets/old_macdonald/audio.wav,221184,234112,62.0,0.082766932478361,1.0,237.21353276730858,0.1796526312828064,-644.73755,162.56842,-35.29692,0.4639183,22.465256,12.026652,44.49608,-23.23739,-9.041723,4.281734,-17.195314,4.5024505,-2.7382553
12,,data/targets/old_macdonald/audio.wav,234368,262144,64.0,0.06829988284716307,1.0,79.51128056417966,0.1936635091420143,-635.0858,141.15173,-36.585922,9.229287,8.301824,9.308811,4.024109,-12.737446,-7.645324,-6.1151495,-19.827658,0.08833469,-9.378532
13,,data/targets/old_macdonald/audio.wav,265216,273792,59.0,0.044555506032016426,1.0,44.820654646956555,0.15700086951255798,-645.2014,117.55747,2.0343714,38.278008,-5.6732903,-20.378395,-9.565236,-10.542865,-29.830925,-8.085953,-4.900095,-9.502597,-21.198685
14,,data/targets/old_macdonald/audio.wav,276992,296448,60.0,0.06625841839319643,1.0,101.92783938741712,0.18591755628585815,-623.00995,124.107735,-81.18846,-13.592214,7.318769,-9.11134,10.281101,-10.556921,-11.706892,2.169214,-24.376884,-7.667222,-7.085966
15,,data/targets/old_macdonald/audio.wav,307200,316672,59.0,0.06553468939916791,1.0,39.15305496829862,0.1959562599658966,-608.3839,138.02388,13.616594,26.522976,14.093006,-21.071732,-14.084321,10.202689,-11.500705,4.575661,6.4853344,7.6359787,-0.6957673
16,,data/targets/old_macdonald/audio.wav,318208,332416,64.0,0.0310904573971276,1.0,6.044819710470613,0.20781497657299042,-727.57104,189.5996,-0.3460331,28.725142,4.636014,10.84221,-20.962229,2.5008419,-11.161376,16.261238,-0.81989187,4.217218,4.2061725
17,,data/targets/old_macdonald/audio.wav,332672,356736,68.0,0.1083880231447149,1.0,48.93483884158592,0.20781497657299042,-594.1732,85.52929,-16.401867,38.80844,-10.079866,-21.454718,-5.94092,3.7669997,-23.123842,-21.89055,6.3356004,11.8985195,-17.961254
18,,data/targets/old_macdonald/audio.wav,357376,370560,65.0,0.09203563551254505,1.0,70.51927729319121,0.261205792427063,-667.6627,112.59589,24.354132,65.795876,9.874572,-29.589104,1.5171791,6.5739255,-35.168053,-13.118427,6.9890866,9.516513,-8.82082
19,,data/targets/old_macdonald/audio.wav,370816,384000,66.0,0.09468315190640274,1.0,37.38856012149324,0.261205792427063,-570.4775,102.520325,-49.023273,4.2213626,-7.680195,-18.851463,10.502013,-19.084055,-9.514562,-2.427868,-14.485005,5.7686405,-9.516999
20,,data/targets/old_macdonald/audio.wav,384256,406784,64.0,0.06911227109790533,1.0,58.51987958068617,0.261205792427063,-638.4331,101.83061,-34.82681,-16.861576,-20.315508,-19.85519,6.2998476,-11.247757,-26.584484,-5.0273285,-14.626798,-13.329378,-8.65283
21,,data/targets/old_macdonald/audio.wav,428160,439040,59.0,0.05374141212982612,1.0,66.40337267465658,0.14049455523490906,-672.2689,155.98288,18.841084,7.6055374,7.681079,-13.635107,-11.291374,-6.6141076,-16.71314,-2.7231479,-4.9474387,3.7618089,3.5141265
22,,data/targets/old_macdonald/audio.wav,442368,450944,62.0,0.06584865246899527,1.0,250.03964947804502,0.18969745934009552,-607.5759,116.11868,7.2542925,16.805538,-12.626894,-12.612883,-0.105194926,2.1404555,-19.354113,-1.2555159,-11.60309,-5.781034,-6.3712406
23,,data/targets/old_macdonald/audio.wav,456704,464256,64.0,0.06298467894791675,1.0,13.095954370229453,0.2155313789844513,-633.58093,121.67257,-21.954569,-1.645295,-13.305579,-22.978056,-9.4527,-15.148421,-26.28624,-7.845037,-13.148812,-10.142877,-9.279066
